OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
ASV_4697	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	prolifer	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV_4698	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Corymbiglomus	tortuosum	Corymbiglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4699	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	NA	Scolecobasidium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4700	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4701	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4702	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	macrospinosa	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Soft Rot	Microfungus	Possible	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Mandyam K, et al. 2012. Mycorrhiza 22:109-119 ((https://doi.org/10.1007/s00572-011-0386-y)); Knapp DG, et al. 2012. PLOS ONE 7:e32570 (( https://doi.org/10.1371/journal.pone.0032570)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
ASV_4703	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA	Knufia	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph	NULL	Microfungus	Possible	Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)	Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Crous PW, et al. 2013. Persoonia 31188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))((https://doi.org/10.1093/mmy/myv008))
ASV_4704	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	NULL	Microfungus	Probable	Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV_4705	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae_gen_Incertae_sedis	NA	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV_4706	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	NA	na	na	na	na	na	na	na	na	na
ASV_4707	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	carpini	Lophiostoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4708	Fungi	Ascomycota	Sordariomycetes	Xylariales	Graphostromataceae	Biscogniauxia	atropunctata	Biscogniauxia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4709	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pseudallescheria	fimeti	Pseudallescheria	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	Pseudallescheria boydii is sometimes associated with human and animal mycetomas, especially in infections of immunocompromised patients, other species may act as opportunists (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov/ ((https://www.cdc.gov/))
ASV_4710	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	NA	na	na	na	na	na	na	na	na	na
ASV_4711	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA	Clitopilus	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4712	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4713	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4714	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4715	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA	Phaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4716	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4717	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	glaucescens	Geastrum	13	Saprotroph	Undefined Saprotroph	NULL	Gasteroid	Probable	Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4718	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	australiensis	Thielavia	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	Microfungus	Highly Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4719	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA	Clitopilus	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4720	Fungi	Blastocladiomycota	Blastocladiomycota_cls_Incertae_sedis	Blastocladiomycota_ord_Incertae_sedis	Blastocladiomycota_fam_Incertae_sedis	Blastocladiomycota_gen_Incertae_sedis	NA	na	na	na	na	na	na	na	na	na
ASV_4721	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/:10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
ASV_4722	Fungi	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4723	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dinemasporium	polygonum	Dinemasporium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4724	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella	humicola	Corynascella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4725	Fungi	Glomeromycota	NA	NA	NA	NA	NA	Glomeromycota	3	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV_4726	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	NA	Geastrum	13	Saprotroph	Undefined Saprotroph	NULL	Gasteroid	Probable	Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4727	Fungi	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4728	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	Microfungus	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV_4729	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Fonsecazyma	NA	na	na	na	na	na	na	na	na	na
ASV_4730	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Antarctolichenia	onofrii	na	na	na	na	na	na	na	na	na
ASV_4731	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesiaceae_gen_Incertae_sedis	NA	Neodevriesiaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)	Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))
ASV_4732	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA	Tulostoma	13	Saprotroph	Soil Saprotroph	NULL	Gasteroid	Probable	Common name - stalked puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4733	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA	Preussia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4734	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuriaceae_gen_Incertae_sedis	NA	na	na	na	na	na	na	na	na	na
ASV_4735	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	bassiana	na	na	na	na	na	na	na	na	na
ASV_4736	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4737	Fungi	Ascomycota	Sordariomycetes	Xylariales	Coniocessiaceae	Coniocessia	NA	Coniocessia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4738	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4739	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA	Tulostoma	13	Saprotroph	Soil Saprotroph	NULL	Gasteroid	Probable	Common name - stalked puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4740	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/:10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
ASV_4741	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4742	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Triangularia	longicaudata	Triangularia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4743	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4744	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	baysunika	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/:10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
ASV_4745	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4746	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4747	Fungi	Ascomycota	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4748	Rhizaria	Cercozoa	Cercozoa_cls_Incertae_sedis	Cercozoa_ord_Incertae_sedis	Cercozoa_fam_Incertae_sedis	Cercozoa_gen_Incertae_sedis	NA	na	na	na	na	na	na	na	na	na
ASV_4749	Rhizaria	Cercozoa	Cercozoa_cls_Incertae_sedis	Cercozoa_ord_Incertae_sedis	Cercozoa_fam_Incertae_sedis	Cercozoa_gen_Incertae_sedis	NA	na	na	na	na	na	na	na	na	na
ASV_4750	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	colostri	Sporidiobolaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV_4751	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	australiensis	Thielavia	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	Microfungus	Highly Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4752	Fungi	Ascomycota	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4753	Fungi	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4754	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA	Lophiostoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4755	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4756	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4757	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Cytosporella	NA	Cytosporella	13	Saprotroph	Wood Saprotroph	Soft Rot	NULL	Highly Probable	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany
ASV_4758	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Hysteriaceae_gen_Incertae_sedis	NA	na	na	na	na	na	na	na	na	na
ASV_4759	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4760	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4761	Fungi	Ascomycota	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4762	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA	Tulostoma	13	Saprotroph	Soil Saprotroph	NULL	Gasteroid	Probable	Common name - stalked puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4763	Fungi	Ascomycota	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4764	Fungi	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4765	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	brasiliense	Paraconiothyrium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4766	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitariaceae_gen_Incertae_sedis	NA	Cucurbitariaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4767	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4768	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA	Lophiostoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4769	Fungi	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4770	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4771	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	NA	Diatrypella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4772	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Homortomycetaceae	Homortomyces	tamaricis	na	na	na	na	na	na	na	na	na
ASV_4773	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	NA	NA	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	NULL	Microfungus	Possible	Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV_4774	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4775	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	NA	Xylodon	13	Saprotroph	Undefined Saprotroph	White Rot	Corticioid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV_4776	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4777	Fungi	Ascomycota	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4778	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4779	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4780	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	nemorosa	na	na	na	na	na	na	na	na	na
ASV_4781	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4782	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	NA	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV_4783	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4784	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	oeirense	Filobasidium	13	Saprotroph	Undefined Saprotroph	NULL	Facultative Yeast	Highly Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)
ASV_4785	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4786	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA	na	na	na	na	na	na	na	na	na
ASV_4787	Fungi	Ascomycota	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
ASV_4788	Fungi	Basidiomycota	Cystobasidiomycetes	Sakaguchiales	Sakaguchiaceae	Sakaguchia	NA	Sakaguchia	13	Saprotroph	Undefined Saprotroph	NULL	Yeast	Probable	Isolated from marine samples (Fell et al. 1973; Rhodosporidium dacryoideum)	Fell JW, et al. 1973. Canadian Journal of Microbiology 19:643-657 ((https://doi.org/10.1139/m73-106)); Yamada Y, et al. 1994. Bioscience, Biotechnology, and Biochemistry, 58:99-103 ((https://doi.org/10.1271/bbb.58.99))
ASV_4789	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Leucocalocybe	NA	Tricholomataceae	9	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	NULL	Agaricoid	Probable	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV_4790	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	NA	NA	Glomerales	7	Symbiotroph	Arbuscular Mycorrhizal	NULL	Microfungus	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV_4791	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))
ASV_4792	NA	NA	NA	NA	NA	NA	NA	na	na	na	na	na	na	na	na	na
